sandwich_name,sandwich_description,restaurant_name,bread_type,sandwich_length,calories,calories_from_fat,total_fat,saturated_fat,trans_fat,cholesterol,sodium,total_carbohydrates,dietary_fiber,sugars,protein
#14 Bootlegger Club,"The Bootlegger Club® is made with hand-sliced roast beef & turkey breast, topped with mayo and fresh-sliced lettuce & tomato. Served on your choice of fresh-baked 8"" or Giant 16"" French bread, Thick-Sliced Wheat bread or our lettuce-wrapped Unwich®. Plus, add any of our Freebies or Add-ons to customize your sandwich just how you like!",Jimmy Johns,French Bread,8 Inch,210,210,23,4,0,90,"1,970",6,6,2,46
#14 Bootlegger Club,"The Bootlegger Club® is made with hand-sliced roast beef & turkey breast, topped with mayo and fresh-sliced lettuce & tomato. Served on your choice of fresh-baked 8"" or Giant 16"" French bread, Thick-Sliced Wheat bread or our lettuce-wrapped Unwich®. Plus, add any of our Freebies or Add-ons to customize your sandwich just how you like!",Jimmy Johns,Think-Sliced Wheat,na,700,260,29,4,0,90,"1,570",5,5,10,47
#14 Bootlegger Club,"The Bootlegger Club® is made with hand-sliced roast beef & turkey breast, topped with mayo and fresh-sliced lettuce & tomato. Served on your choice of fresh-baked 8"" or Giant 16"" French bread, Thick-Sliced Wheat bread or our lettuce-wrapped Unwich®. Plus, add any of our Freebies or Add-ons to customize your sandwich just how you like!",Jimmy Johns,French Bread,16 Inch,"1,450",410,410,7,0,185,"3,940",157,12,4,91
#15 Club Tuna,"The Club Tuna® is our house-made tuna salad and provolone cheese, topped with fresh-sliced lettuce & tomato. Served on your choice of fresh-baked 8"" or Giant 16"" French bread, Thick- Sliced Wheat bread or our lettuce-wrapped Unwich®. Plus, add any of our Freebies or Add-ons to customize your sandwich just how you like!",Jimmy Johns,Unwich,na,500,350,40,14,0,75,"1,180",10,3,5,29
#15 Club Tuna,"The Club Tuna® is our house-made tuna salad and provolone cheese, topped with fresh-sliced lettuce & tomato. Served on your choice of fresh-baked 8"" or Giant 16"" French bread, Thick- Sliced Wheat bread or our lettuce-wrapped Unwich®. Plus, add any of our Freebies or Add-ons to customize your sandwich just how you like!",Jimmy Johns,French Bread,8 Inch,380,380,42,14,0,75,"1,970",7,7,4,43
#15 Club Tuna,"The Club Tuna® is our house-made tuna salad and provolone cheese, topped with fresh-sliced lettuce & tomato. Served on your choice of fresh-baked 8"" or Giant 16"" French bread, Thick- Sliced Wheat bread or our lettuce-wrapped Unwich®. Plus, add any of our Freebies or Add-ons to customize your sandwich just how you like!",Jimmy Johns,Think-Sliced Wheat,na,870,430,48,14,0,75,"1,570",6,6,12,45
#15 Club Tuna,"The Club Tuna® is our house-made tuna salad and provolone cheese, topped with fresh-sliced lettuce & tomato. Served on your choice of fresh-baked 8"" or Giant 16"" French bread, Thick- Sliced Wheat bread or our lettuce-wrapped Unwich®. Plus, add any of our Freebies or Add-ons to customize your sandwich just how you like!",Jimmy Johns,French Bread,16 Inch,"1,780",750,750,27,0,150,"3,930",166,14,8,87
#16 Club Lulu,"The Club Lulu® is hand-sliced turkey breast and applewood smoked bacon, topped with mayo and fresh-sliced lettuce & tomato. Served on your choice of fresh-baked 8"" or Giant 16"" French bread, Thick-Sliced Wheat bread or our lettuce-wrapped Unwich®. Plus, add any of our Freebies or Add-Ons to customize your sandwich just how you like!",Jimmy Johns,Unwich,na,340,230,24,5,0,65,"1,060",5,2,3,22
#16 Club Lulu,"The Club Lulu® is hand-sliced turkey breast and applewood smoked bacon, topped with mayo and fresh-sliced lettuce & tomato. Served on your choice of fresh-baked 8"" or Giant 16"" French bread, Thick-Sliced Wheat bread or our lettuce-wrapped Unwich®. Plus, add any of our Freebies or Add-Ons to customize your sandwich just how you like!",Jimmy Johns,French Bread,8 Inch,250,250,27,5,0,65,"1,840",6,6,2,36
#16 Club Lulu,"The Club Lulu® is hand-sliced turkey breast and applewood smoked bacon, topped with mayo and fresh-sliced lettuce & tomato. Served on your choice of fresh-baked 8"" or Giant 16"" French bread, Thick-Sliced Wheat bread or our lettuce-wrapped Unwich®. Plus, add any of our Freebies or Add-Ons to customize your sandwich just how you like!",Jimmy Johns,Think-Sliced Wheat,na,700,310,32,5,0,65,"1,440",5,5,10,38
#16 Club Lulu,"The Club Lulu® is hand-sliced turkey breast and applewood smoked bacon, topped with mayo and fresh-sliced lettuce & tomato. Served on your choice of fresh-baked 8"" or Giant 16"" French bread, Thick-Sliced Wheat bread or our lettuce-wrapped Unwich®. Plus, add any of our Freebies or Add-Ons to customize your sandwich just how you like!",Jimmy Johns,French Bread,16 Inch,"1,450",500,500,11,0,125,"3,680",157,12,4,73
#17 Ultimate Porker,"The Ultimate Porker® is hand-sliced smoked ham and applewood smoked bacon, topped with mayo and fresh-sliced lettuce & tomato. Served on your choice of fresh-baked 8"" or Giant 16"" French bread, Thick-Sliced Wheat bread or our lettuce-wrapped Unwich®. Plus, add any of our Freebies or Add-ons to customize your sandwich just how you like!",Jimmy Johns,Unwich,na,340,240,25,6,0,60,"1,180",6,2,4,20
#17 Ultimate Porker,"The Ultimate Porker® is hand-sliced smoked ham and applewood smoked bacon, topped with mayo and fresh-sliced lettuce & tomato. Served on your choice of fresh-baked 8"" or Giant 16"" French bread, Thick-Sliced Wheat bread or our lettuce-wrapped Unwich®. Plus, add any of our Freebies or Add-ons to customize your sandwich just how you like!",Jimmy Johns,French Bread,8 Inch,260,260,28,6,0,60,"1,970",6,6,3,34
#17 Ultimate Porker,"The Ultimate Porker® is hand-sliced smoked ham and applewood smoked bacon, topped with mayo and fresh-sliced lettuce & tomato. Served on your choice of fresh-baked 8"" or Giant 16"" French bread, Thick-Sliced Wheat bread or our lettuce-wrapped Unwich®. Plus, add any of our Freebies or Add-ons to customize your sandwich just how you like!",Jimmy Johns,Think-Sliced Wheat,na,710,320,33,6,0,60,"1,570",5,5,12,36
#17 Ultimate Porker,"The Ultimate Porker® is hand-sliced smoked ham and applewood smoked bacon, topped with mayo and fresh-sliced lettuce & tomato. Served on your choice of fresh-baked 8"" or Giant 16"" French bread, Thick-Sliced Wheat bread or our lettuce-wrapped Unwich®. Plus, add any of our Freebies or Add-ons to customize your sandwich just how you like!",Jimmy Johns,French Bread,16 Inch,"1,470",520,520,12,0,120,"3,930",159,12,7,68
The J.J. Gargantuan,"With 5 meats, 1 cheese and loads of toppings, the J.J. Gargantuan® is big enough to feed the hungriest of humans. Made with hand-sliced salami, capicola, turkey, roast beef, ham & provolone cheese then topped with onion, lettuce, tomato, mayo, oil & vinegar and oregano-basil. Choose from one of our 3 bread options- fresh-baked 8"" or 16"" Giant French bread, Thick-Sliced Wheat bread or our lettuce-wrap Unwich®.",Jimmy Johns,Unwich,na,730,430,47,15,0,205,"3,170",12,2,6,65
The J.J. Gargantuan,"With 5 meats, 1 cheese and loads of toppings, the J.J. Gargantuan® is big enough to feed the hungriest of humans. Made with hand-sliced salami, capicola, turkey, roast beef, ham & provolone cheese then topped with onion, lettuce, tomato, mayo, oil & vinegar and oregano-basil. Choose from one of our 3 bread options- fresh-baked 8"" or 16"" Giant French bread, Thick-Sliced Wheat bread or our lettuce-wrap Unwich®.",Jimmy Johns,French Bread,8 Inch,450,450,50,15,0,205,"3,950",7,7,5,79
The J.J. Gargantuan,"With 5 meats, 1 cheese and loads of toppings, the J.J. Gargantuan® is big enough to feed the hungriest of humans. Made with hand-sliced salami, capicola, turkey, roast beef, ham & provolone cheese then topped with onion, lettuce, tomato, mayo, oil & vinegar and oregano-basil. Choose from one of our 3 bread options- fresh-baked 8"" or 16"" Giant French bread, Thick-Sliced Wheat bread or our lettuce-wrap Unwich®.",Jimmy Johns,Think-Sliced Wheat,na,"1,100",510,55,15,0,205,"3,550",6,6,13,81
The J.J. Gargantuan,"With 5 meats, 1 cheese and loads of toppings, the J.J. Gargantuan® is big enough to feed the hungriest of humans. Made with hand-sliced salami, capicola, turkey, roast beef, ham & provolone cheese then topped with onion, lettuce, tomato, mayo, oil & vinegar and oregano-basil. Choose from one of our 3 bread options- fresh-baked 8"" or 16"" Giant French bread, Thick-Sliced Wheat bread or our lettuce-wrap Unwich®.",Jimmy Johns,French Bread,16 Inch,"2,240",900,900,30,0,405,"7,910",170,13,10,159
